"English Term","Arabic Term"
"draft budget","مشروع الميزانية"
"draft contract","مشروع عقد (اتفاق) مشروع (مسودة) معاهدة أو اتفاقية"
"draft for a law amendment","مشروع تعديل قانون"
"draft law of the federal council","مشروع قانون المجلس الإتحادي"
"draft law","مشروع قانون"
"draft-project","مسودة (رسالة)"
"Drago principle","مبدأ ""دراغو"""
"due date of the agreement","نفاذ سريان (مفعول) الاتفاق"
"duke","دوق"
"dumdum cartridges","رصاصة دُمْدُم (سامة)"
"dumping","إغراق السوق، مكاسدة، (إغراق السوق بالبضائع الأجنبية)"
"duration of the contract","وقت (مدة) العقد"
"duration of the military service","مدة الخدمة العسكرية"
"Dutch","هولندي (صفة)"
"duty, obligation","واجب، فَرْض"
"dynamic economy","اقتصاد ديناميكي"
"dynamic","نشيط فعال حركي، ديناميكي (صفة)"
"dynamism","الديناميكية"
"dynamite","ديناميت (مادة متفجرة)"
"early elections of the parliament","انتخابات مسبقة (مبكرة) للبرلمان"
"early elections","انتخابات مبكرة"
"early warning system","نظام الإنذار المبكر"
"early warning","تحذير أولي، إنذار سابق"
"ease (to)","أخفض، خفف، لطف، هدأ، كبح، أخد"
"ease-relief","انفراج، تخفيف حدة، تهدئة، إرضاء، تسكين"
"East bloc","المعسكر الشرقي"
"East Germany","ألمانيا الشرقية، شرق ألمانيا"
"east west-conflict","النزاع بين ألمانيا الشرقية والغربية (أو بين المعسكرين الشرقي والغربي)"
"east west-confrontation","المواجهة بين ألمانيا الاتحادية والديمقراطية (أو بين المعسكرين الشرقي والغربي)"
"east west-relaxation process","انفراج (سياسي) بين ألمانيا الاتحادية والديمقراطية (أو بين المعسكرين الشرقي والغربي)"
"east west-trade","التجارة بين ألمانيا الاتحادية والديمقراطية (أو بين المعسكرين الشرقي والغربي)"
"east west","شرق غرب أو بين الشرق والغرب"
"east","شرق"
"eastern Asia","شرق آسيا، آسيا الشرقية"
"eastern bloc countries","دول المعسكر الشرقي (دول الكتلة الشرقية)"
"eastern bloc","المعسكر الشرقي، الكتلة الشرقية"
"eastern credits (credits granted by federal Germany to democrate Germany)","القروض الشرقية (هي القروض التي تمنحها ألمانيا الاتحادية إلى ألمانيا الديمقراطية)"
"Eastern Europe","أوروبا الشرقية"
"eastern policy","السياسة الشرقية (أو السياسة الاتحادية تجاه ألمانيا الديمقراطية والمعكر الشرقي)"
"eastern treaties","المعاهدات الشرقية (التي تعقد بين ألمانيا الاتحادية والشرقية)"
"eastern","شرقي (صفة)"
"echo","صدى"
"economic activity","نشاط اقتصادي، الحياة الاقتصادية"
"economic aid","معونة اقتصادية"
"economic aid","معونة إقتصادية"
"economic analysis","تحليل اقتصادي"
"economic and social council","المجلس الاقتصادي والاجتماعي"
"economic area","منطقة اقتصادية"
"economic balance","توازن اقتصادي"
"economic blockade","حصار اقتصادي"
"economic boost","تحول (انتعاش، نهضة) اقتصادي"
"economic boycott","مقاطعة اقتصادية"
"economic branch","فرع اقتصادي"
"economic breakdown","انهيار الاقتصاد"
"economic breakdown","انهيار اقتصادي"
"economic budget","ميزانية اقتصادية"
"economic chaos","فوضى اقتصادية"
"economic committee","لجنة اقتصادية، لجنة الاقتصاد"
"economic community for eastern Africa","الجماعة الاقتصادية لشرقي إفريقيا"
"economic conference","مؤتمر اقتصادي"
"economic consolidation","تثبيت (تعزيز) اقتصادي"
"economic construction","بناء الاقتصاد"
"economic control","رقابة اقتصادية"
"economic convention","معاهدة (اتفاقية) اقتصادية"
"economic cooperation collapse","إعادة البنية الاقتصادية"
"economic cooperation","انهيار التعاون"
"economic cooperation","تعاون اقتصادي"
"economic council","مجلس اقتصادي"
"economic crisis","أزمة اقتصادية"
"economic crisis","إزمة اقتصادية"
"economic curve","منحنى اقتصادي"
"economic decline","هبوط (انفجار) اقتصادي"
"economic democracy","ديمقراطية اقتصادية"
"economic descent","هبوط (انحطاط) اقتصادي"
"economic development","تحسُّن الاقتصاد، تقدُّم الاقتصاد، تقدُّم اقتصادي"
"economic dynamics","دينامية الاقتصاد (اقتصادية)"
"economic espionage","تحسُّن اقتصادي، جاسوسية اقتصادية"
"economic expansion","توسع اقتصادي"
"economic expert","خبير اقتصادي، خبير في شؤون الاقتصاد"
"economic factor","عامل اقتصادي"
"economic field","مجال اقتصادي"
"economic figures","أرقام اقتصادية"
"economic freedom","حرية اقتصادية"
"economic geography","جغرافية اقتصادية"
"economic group, the European market","المجموعة الاقتصادية، السوق الأوروبية"
"economic growth policy","سياسة النمو الاقتصادي"
"economic growth ratio","نسبة النمو الاقتصادي"
"economic growth","نمو (تطور) اقتصادي"
"economic growth","نمو اقتصادي"
"economic growth","نُمُو اقتصادي"
"economic hesitation","تردُّد (تغيُّر) اقتصادي"
"economic history","تاريخ الاقتصاد"
"economic imperialism","إمبريالية اقتصادية"
"economic incentive","دافع (حافز) اقتصادي"
"economic index","مؤشر اقتصادي"
"economic indicators","المؤشرات الاقتصادية"
"economic indicators","مؤشرات اقتصادية"
"economic influences","تأثيرات (عوامل) اقتصادية"
"economic infrastructure","البناء الاقتصادي التحتي"
"economic integration","اندماج اقتصادي"
"economic interests","مصالح اقتصادية"
"economic isolation","عزل (انعزال) اقتصادي"
"economic law","قانون الاقتصاد"
"economic measures for saving energy","تدابير اقتصادية لتوفير الطاقة، توفير الطاقة"
"economic miracle","نهضة (معجزة) اقتصادية"
"economic negociations","مفاوضات اقتصادية"
"economic negotiations","مفاوضات اقتصادية"
"economic order","نِظَام اقتصادي"
"economic paralysis","شل الاقتصاد"
"economic penall laws","قانون العقوبات الاقتصادي"
"economic phase","حالة (مرحلة) اقتصادية"
"economic phase","مرحلة اقتصادية"
"economic planning","تخطيط اقتصادي"
"economic policy","سياسة اقتصادية"
"economic power","قوة اقتصادية"
"economic pressure","ضغط اقتصادي"
"economic primacy","سيطرة اقتصادية"
"economic principles","مبادئ اقتصادية"
"economic priority","أولويات (أفضليات) اقتصادية"
"economic procedures","إجراءات اقتصادية"
"economic program","برنامج اقتصادي"
"economic prosperity","ازدهار اقتصادي، رخاء"
"economic recovery policy","سياسة التطور والإنعاش الاقتصادي"
"economic recovery","إنعاش الاقتصاد"
"economic reform","إصلاح اقتصادي"
"economic relations","علاقات اقتصادية"
"economic request","مطلب اقتصادي"
"economic research","بحث اقتصادي"
"economic restructuration","تفوق اقتصادي"
"economic rockbottom","الحضيض الاقتصادي (أقصى هبوط ممكن)"
"economic sanction","عُقُوبَة اقتصادية"
"economic science","علم الاقتصاد"
"economic sector","قطاع اقتصادي"
"economic situation report","تقرير عن الحالة الاقتصادية"
"economic situation research","البحوث الخاصة بالتطور الاقتصادي"
"economic situation stabilization","استقرار (توطيد) الحالة الاقتصادي"
"economic situation stimulation","إنعاش (تنشيط) الحالة الاقتصادي"
"economic situation","الحَالَة (الوَضْع) الإقتصادية"
"economic situation","الوَضْع الإقتصادي الدولي"
"economic situation","حالة اقتصادية"
"economic stability","استقرار اقتصادي"
"economic stabilization","تثبيت (تعزيز) الاقتصاد"
"economic stagnation","كساد اقتصادي"
"economic statistics","إحصائية اقتصادية"
"economic stimulation","إنعاش الاقتصاد"
"economic stimulation","تنشيط اقتصادي"
"economic strategy","استراتيجية اقتصادية"
"economic stroke","لطمة اقتصادية، ضربة اقتصادية"
"economic structure","بنية (تركيبة) اقتصادية"
"economic structures","تركيب اقتصادي"
"economic success","يُحَاح (تفوق) اقتصادي"
"economic support","دعم (مساندة) اقتصادي"
"economic system","نظام اقتصادي"
"economic tendency","إتجاهات إقتصادية"
"economic tension","توتر اقتصادي"
"economic tension","توتر إقتصادي"
"economic theory","نظرية اقتصادية"
"economic union","اتِّحَاد اِقتِصَادِيْ"
"economic unit","وِحْدَةُ اِقتِصَادِيْ"
"economic volume","حَجَم اِقتِصَادِيْ"
"economic war","حَرْب اِقتِصَادِيْ"
"economic weakness","فُتُوْر اِقتِصَادِيْ"
"economic","خاص بالاقتصاد"
"economical fluctuations","التقلبات الافتصادية"
"economics recession","كساد اقتصادي، تدهور اقتصادي، حالة ركود"
