"English Term","Arabic Term"
"Major Activity","نشاط رئيسي - إدارة رئيسية"
"Major Assembly","المجموعة الرئيسية"
"Major Command","قيادة رئيسية - قيادة كبرى"
"Major Disaster","كارثة كبرى - كارثة عامة"
"Major Fleet","الأسطول الرئيسي"
"Major General","لـوا"
"Major Item","صنف أو مادة رئيسية"
"Major Nuclear Power","قوة نووية رئيسية - كبرى"
"Major Repair","إصلاح رئيسي"
"Mangrment System","جهاز الإدارة - نظام الإدارة"
"Maneuvering Elements","عناصر المناورة"
"Maneuvering Elements Force","قوة المناورة - وحدة المناورة"
"Manning Level","اقصى ملاءات اقصى معدل من الأفراد الممكن"
"Manning Table","تعيينهم خلاف التشكيل )"
"Manpower","جدول واجبات الأفراد"
"Manpower Control","القوة البشرية"
"Manpower Managerment","مراقبة أو إدارة الطاقة البشرية"
"Map","إدارة القوة البشرية"
"Map Declination","خريطة"
"Map Exercise","تمرين على الخريطة"
"Map Exercise Endex","فهرس الخريطة"
"Map Exercise Maneuver","مناورة على الخريطة"
"Map Exercise Orientation","توجيه الخريطة"
"Map Exercise Reconnaissance","استطلاع الخريطة"
"Map Exercise Reference","مرجع الخريطة"
"Map Exercise Scale","مقياس رسم الخريطة"
"Map Exercise , Photo","خريطة مصورة"
"Map Exercise , Profile","منظر جانبي للخريطة"
"Map Exercise , Relief","خريطة بارزة التضاريس"
"Map Exercise , Sketch","خريطة كروكيه"
"March Collecting Post","مركز جمع المعاينين في النيسر"
"March Collecting Post Column","رتل السير"
"March Collecting Post Halt","وقفة السير"
"March Collecting Post Outpost","نقطة خارجية للسير"
"March Collecting Post Plan","خطة السير"
"March Collecting Post Serial","مجموعة السير"
"March Collecting Post Table","جدول السير"
"March Collecting Post Unit","وحدة سير"
"March Collecting Post , Approach","سير الاقتراب"
"March Collecting Post , Double","الهرولة"
"Marginal Data","معلومات الهامش"
"Marine Corps","مشاة البحرية"
"Maritime","بحرى"
"Maritime Control Area","منطقة سيطرة بحرية"
"Maritime Operations","عمليات بحرية"
"Maritime Search & Rescue Region","منطقة بحث وإنقاذ بحرية"
"Marker Circle","دائرة تأشير"
"Marker Circle Vessel","مركب تأشير - زورق تأشير"
"Marking Current","تيار تسجيل"
"Marksman","رامي مؤهل"
"Mark Target","أشر إلى الأصابة (ايملز أو أمر لتأشير الرماية على الهدف)"
"Mark Time","راج (ايملز)"
"Marshalling","حشد"
"Marshalling Area","منطقة الحشد"
"Martial Law","الحكم العرقي"
"Martyr","شهيد"
"Martyrdom","استشهاد - شهادة"
"Mass Casualties","خسائر نادحة - خسائر جماعية"
"Mass Formation","تشكيل كتلة"
"Massing of Fire","تجميع النيران (تجميع نيران اسلحة مختلفة على هدف واحد)"
"Mass of Maneuver","قوة المناورة"
"Easter Depot","مستودع القاعدة الرئيسي"
"Materials Hardling Equipment","معدات نقل المواد (مثل عربة الشوكة الرافعة)"
"Materiel","مواد"
"Maximum Depression","اقصى انخفاض (للرماية دون الأفقية)"
"Maximum Permissible Dosage","سطور"
"Maximum Permissible Dosage Speed (Transport Vehicles)","اقصى جرعة يسمح بها (اشعاعات نووية)"
"Maximum Take off Weight","السرعة القصوى (العربات النقل)"
"Maximum Take off Weight Thermometer","اقصى بجمولة للأقلاع"
"H - Day","اعلى قراءة لميزان الحرارة"
"Mean Point of Impact","مجم التعبئة العامة - يوم ت"
"Mean Point of Impact Sea Level","منتصف نقطة الصدم"
"Mean Point of Impact Time","ستون سطح البحر"
"Means","الزمن الوسطي"
"Means of Communications","وسائل - وسائل - سبل"
"Means Transportation","وسائل المواصلات"
"Measure , To","وسائل النقل"
"Measurement","\" يقيس"
"Measures , Protective","اجراء - تدبير - مقدار - مقياس"
"Measures , Protective , Sanitary","قياس - مكيال"
"Mechanical Time Puze","اجراءات وقائية"
"Medol for Merit","اجراءات صحية"
"Medol for Merit of Freedom","طبة زمنية آلية"
"Medol for Merit of Honor","وسام استحقاق"
"Median Lethal Dose","وسام الحرية"
"Median Lethal Gas Exposure","وسام الشرف"
"Medical Treatment","متوسط الجرعات القاتلة (اشعاعات نووية)"
"Medical Treatment Facility","متوسط التعرض للغاز السام"
"Medical Treatment Unit","معالجة طبية"
"Medical Treatment Facility","مربع معالجة طبية"
"Medical Treatment Unit","وحدة طبية"
"Medium Altitude Bombing","قصف على ارتفاع متوسط (من ٨٠٠٠ - ١٥٠٠٠ قدم)"
"Medium Altitude Bombing Artillery","مدفعية متوسطة"
"Medium Altitude Bombing Range Radar","رادار متوسط المدى"
"Medium Altitude Bombing Scale Map","خريطة ذات مقياس رسم متوسط"
"Meeting Engagement","اشتباك تصادمي"
"Hegaton","مليون طن"
"Mercator Chart","نحمة أو خريطة ميركاتورية ( نظام ميركاتور )"
"Mess","مطعم - برطة - مشكلة"
"Mess Account","مناسبة الأطعام"
"Message Book","سجل الرسائل"
"Message Book Center","مركز الرسائل"
"Message Book Indicator","دليل الرسائل"
"Message Book Keying Element","عنصر تفسير الرسالة"
"Message Book Parts","اجزاء الرسالة"
"Message Book Precedence","اسبقية الرسائل"
"Mess Kit","ادوات الطعام"
"Mess Kit Steward","رئيس المطعم"
"Metalled Road","طريق مرسوف"
"Metascope","ميتا سكوب ( جهاز يدوي لتحديد مصدر الأشعقدون الحمراء )"
"Meteorological Check Point","نقطة تصحيح الأرصاد الجوية"
"Meteorological Check Point Data","بيانات الأحوال الجوية"
"Method of Re-Supply","طريقة إعادة التموين"
"Midpoint","نقطة الوسط ( مدنعية )"
"Mid Range Estimate","التقدير المتوسط المدى ( تخطيط استراتيجي )"
"Mil","مل ( وحدة قياس زوايا تساوي ١٤٠٠٠ من الدائرة )"
"Mil Formula","معادلة السل"
"Military","عسكري - حربي"
"Military Academy","الكلية الحربية - الأكاديمية العسكرية"
"Military Air Transport Service (MATS)","وحدة النقل الجوي العسكري"
"Military Area","منطقة عسكرية"
"Military Attache","ملحق عسكري"
"Military Assistance Advisory","الهيئة الاستشارية للساعدات"
"Group (MAAG)","العسكرية"
"Group (MAAG) Assistance Program (MAP)","برنامج المساعدات العسكرية"
"Group (MAAG) Censorship","الرقابة العسكرية"
"Group (MAAG) Characteristics","الخصائص العسكرية - مطبوع"
"Military Civic Action","اعمال الجيش لمساعدة المدنيين"
"Military Civic Action Commission","لجنة عسكرية (لمحاكمة المدنيين)"
"Military Civic Action Correspondent","مراسل عسكري"
"Military Civic Action Courtesy","الآداب العسكرية"
"Military Civic Action Crest","اللغة العسكرية"
"Military Civic Action Defense","دفاع عسكري"
"Military Civic Action Department","دائرة عسكرية (احد اقسام وزارة الدفاع)"
"Military Civic Action Discipline","الضبط العسكري"
"Military Civic Action Factories","المصانع الحربية"
"Military Civic Action Funds","اعتمادات مالية عسكرية"
"Military Civic Action Geography","جغرافيا عسكرية"
"Military Civic Action Government Court","محكمة الحكومة العسكرية (لمحاكمة المدنيين في المناطق المحتلة)"
"Military Civic Action Governor","حاكم عسكري"
"Military Civic Action Grave Registration Service","وحدة تسجيل القبور العسكرية"
"Military Civic Action Grid Reference System","نظام مرجع التسامت العسكري"
"Military Civic Action Intelligence","استخبارات عسكرية / استخبارات حربية"
"Military Civic Action Intervention","التدخل العسكري"
"Military Civic Action Jurisdiction","السلطة القضائية العسكرية"
"Military Civic Action Justice","القضاء العسكري"
"Military Civic Action Languages Institute","معهد اللسانات العسكري"
"Military Civic Action Mail","البريد العسكري"
"Military Civic Action Terminal","كتب البريد العسكري"
"Military Civic Action Occupation","احتلال عسكري"
"Military Civic Action Occupational Specialty","التخصص الوظيفي العسكري"
"Military Civic Action Personnel Management","ادارة الافراد العسكريين"
"Military Civic Action Police (MP)","البوليس الحربي / شرطة عسكرية"
"Military Civic Action Prisoner","سجين عسكري"
"Military Civic Action Psychological Warfare","الحرب النفسية العسكرية"
"Military Science","العلم العسكري"
"Military Science Service","خدمة عسكرية - فرع من القوات المسلحة"
"Military Science Specialist","اختصاصي عسكري"
"Military Science Specification","مواصفات عسكرية / التصنيف العسكري"
"Military Science Strategy","الاستراتيجية العسكرية"
"Military Science Symbol","رمز عسكري"
"Military Science Utility Railway","خدمات السكة الحديد العسكرية"
"Military Science Workshop","ورشة عسكرية"
"Milliroentgen","ميليرونتن ١٠٠٠ من رونتين (وحدة قياس للأشعاعات النووية)"
"Mil Relation","نسبة العمل"
"Mil Rule","طريقة استخدام العمل"
"Mils Error","الخطأ بالعمل"
"Mine","لغم - منجم"
"Mine Case","غلاف اللغم"
"Mine Clearance","ازالة الألغام"
"Mine Countermeasures","الإجراءات الوقائية الضادة للألغام"
"Mine Defense","الدفاع بالألغام"
"Mine Density","كثافة الألغام (في اليابدة الواحدة)"
"Mine Disposal","التخلص من الألغام (إبطال مفعولها)"
"Minefield","حقل الغام"
"Minefield Gap","ثغرة في حقل الألغام"
"Minefield Lane","ممر في حقل الألغام (بعرس ٨ ياردات)"
"Minefield Marker","علامة في حقل الألغام"
"Mine Laying","زرع الألغام"
"Mine Laying Raw","صف الغام"
"Mine Laying Strip","شريط الغام (مكون من صفين الغام)"
"Mine Laying Sweeper","كاسحة الغام"
"Mine Laying Warefare","حرب بالغام"
"Klinimize","يثال - يخفف - ينقص - مطبوع"
"Minimum Altitude Bombing","قصف على ادنى الارتفاع (دون ٩٠٠٠ قدم)"
"Minimum Altitude Bombing Clearance","ادنى اخلاء مصح به (للرماية فوق القوات الصديقة)"
"Minimum Altitude Bombing Elevation","الارتفاع الأدنى (للسلاح لتجنب الموانع)"
"Minimum Altitude Bombing Essential Equipment","اقل كمية من المعدات الضرورية"
"Minimum Altitude Bombing Range","اقل مدى"
"Minimum Altitude Bombing Safety Altitude","ادنى ارتفاع للأمان (طيران)"
"Minimum Altitude Bombing Sanitary Requirements","اقل متطلبات الوقاية النسبية"
